Year,Series,flokkur,eind,Value
2019,Kommunustýri,Allar kommunur,Tal av sætum,
2020,Kommunustýri,Allar kommunur,Partur av sætum hjá kvinnum,35.7
2020,Kommunustýri,Allar kommunur,Tal av sætum hjá kvinnum,71.0
2020,Kommunustýri,Allar kommunur,Tal av sætum,199.0
2022,Kommunustýri,Allar kommunur,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Allar kommunur,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Allar kommunur,Tal av sætum,
1984,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Argja kommuna,Tal av sætum,
1988,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Argja kommuna,Tal av sætum,
1990,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Argja kommuna,Tal av sætum,
1992,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Argja kommuna,Tal av sætum,7.0
1994,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Argja kommuna,Tal av sætum,
1996,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
1996,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
1996,Kommunustýri,Argja kommuna,Tal av sætum,
1998,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Argja kommuna,Tal av sætum,
2000,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2000,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2000,Kommunustýri,Argja kommuna,Tal av sætum,
2002,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Argja kommuna,Tal av sætum,
2004,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Argja kommuna,Tal av sætum,
2008,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Argja kommuna,Tal av sætum,
2011,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Argja kommuna,Tal av sætum,
2012,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Argja kommuna,Tal av sætum,
2015,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Argja kommuna,Tal av sætum,
2016,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Argja kommuna,Tal av sætum,
2019,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Argja kommuna,Tal av sætum,
2020,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Argja kommuna,Tal av sætum,
2022,Kommunustýri,Argja kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Argja kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Argja kommuna,Tal av sætum,
1984,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Bíggjar kommuna,Tal av sætum,
1988,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Bíggjar kommuna,Tal av sætum,
1990,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Bíggjar kommuna,Tal av sætum,
1992,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,66.7
1992,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,2.0
1992,Kommunustýri,Bíggjar kommuna,Tal av sætum,3.0
1994,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Bíggjar kommuna,Tal av sætum,
1996,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,33.3
1996,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Bíggjar kommuna,Tal av sætum,3.0
1998,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2000,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,0.0
2000,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,0.0
2000,Kommunustýri,Bíggjar kommuna,Tal av sætum,3.0
2002,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2004,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2008,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2011,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2012,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2015,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2016,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2019,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2020,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Bíggjar kommuna,Tal av sætum,
2022,Kommunustýri,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Bíggjar kommuna,Tal av sætum,
1984,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Eiðis kommuna,Tal av sætum,
1988,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Eiðis kommuna,Tal av sætum,
1990,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Eiðis kommuna,Tal av sætum,
1992,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Eiðis kommuna,Tal av sætum,7.0
1994,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Eiðis kommuna,Tal av sætum,
1996,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,14.3
1996,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Eiðis kommuna,Tal av sætum,7.0
1998,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Eiðis kommuna,Tal av sætum,
2000,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,14.3
2000,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Eiðis kommuna,Tal av sætum,7.0
2002,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Eiðis kommuna,Tal av sætum,
2004,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,14.3
2004,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,1.0
2004,Kommunustýri,Eiðis kommuna,Tal av sætum,7.0
2008,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Eiðis kommuna,Tal av sætum,
2011,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Eiðis kommuna,Tal av sætum,
2012,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,14.3
2012,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,1.0
2012,Kommunustýri,Eiðis kommuna,Tal av sætum,7.0
2015,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Eiðis kommuna,Tal av sætum,
2016,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,14.3
2016,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,1.0
2016,Kommunustýri,Eiðis kommuna,Tal av sætum,7.0
2019,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Eiðis kommuna,Tal av sætum,
2020,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,57.1
2020,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,4.0
2020,Kommunustýri,Eiðis kommuna,Tal av sætum,7.0
2022,Kommunustýri,Eiðis kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Eiðis kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Eiðis kommuna,Tal av sætum,
1984,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
1988,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
1990,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
1992,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Elduvíkar kommuna,Tal av sætum,5.0
1994,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
1996,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,25.0
1996,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Elduvíkar kommuna,Tal av sætum,4.0
1998,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2000,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,25.0
2000,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Elduvíkar kommuna,Tal av sætum,4.0
2002,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2004,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2008,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2011,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2012,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2015,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2016,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2019,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2020,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
2022,Kommunustýri,Elduvíkar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Elduvíkar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Elduvíkar kommuna,Tal av sætum,
1984,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Eysturkommuna,Tal av sætum,
1988,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Eysturkommuna,Tal av sætum,
1990,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Eysturkommuna,Tal av sætum,
1992,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
1992,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
1992,Kommunustýri,Eysturkommuna,Tal av sætum,
1994,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Eysturkommuna,Tal av sætum,
1996,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
1996,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
1996,Kommunustýri,Eysturkommuna,Tal av sætum,
1998,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Eysturkommuna,Tal av sætum,
2000,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2000,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2000,Kommunustýri,Eysturkommuna,Tal av sætum,
2002,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Eysturkommuna,Tal av sætum,
2004,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Eysturkommuna,Tal av sætum,
2008,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Eysturkommuna,Tal av sætum,
2011,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Eysturkommuna,Tal av sætum,
2012,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,33.3
2012,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,3.0
2012,Kommunustýri,Eysturkommuna,Tal av sætum,9.0
2015,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Eysturkommuna,Tal av sætum,
2016,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,22.2
2016,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,2.0
2016,Kommunustýri,Eysturkommuna,Tal av sætum,9.0
2019,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Eysturkommuna,Tal av sætum,
2020,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,44.4
2020,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,4.0
2020,Kommunustýri,Eysturkommuna,Tal av sætum,9.0
2022,Kommunustýri,Eysturkommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Eysturkommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Eysturkommuna,Tal av sætum,
1984,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Fámjins kommuna,Tal av sætum,
1988,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Fámjins kommuna,Tal av sætum,
1990,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Fámjins kommuna,Tal av sætum,
1992,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,20.0
1992,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,1.0
1992,Kommunustýri,Fámjins kommuna,Tal av sætum,5.0
1994,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Fámjins kommuna,Tal av sætum,
1996,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,20.0
1996,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Fámjins kommuna,Tal av sætum,5.0
1998,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Fámjins kommuna,Tal av sætum,
2000,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,20.0
2000,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Fámjins kommuna,Tal av sætum,5.0
2002,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Fámjins kommuna,Tal av sætum,
2004,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,40.0
2004,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,2.0
2004,Kommunustýri,Fámjins kommuna,Tal av sætum,5.0
2008,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Fámjins kommuna,Tal av sætum,
2011,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Fámjins kommuna,Tal av sætum,
2012,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,42.9
2012,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,3.0
2012,Kommunustýri,Fámjins kommuna,Tal av sætum,7.0
2015,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Fámjins kommuna,Tal av sætum,
2016,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,0.0
2016,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,0.0
2016,Kommunustýri,Fámjins kommuna,Tal av sætum,3.0
2019,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Fámjins kommuna,Tal av sætum,
2020,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,0.0
2020,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,0.0
2020,Kommunustýri,Fámjins kommuna,Tal av sætum,3.0
2022,Kommunustýri,Fámjins kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Fámjins kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Fámjins kommuna,Tal av sætum,
1984,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum,
1988,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum,
1990,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum,
1992,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,33.3
1992,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum hjá kvinnum,3.0
1992,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum,9.0
1994,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum,
1996,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,11.1
1996,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum,9.0
1998,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Fuglafjarðar kommuna,Tal av sætum,
2000,Kommunustýri,Fuglafjarðar kommuna,Partur av sætum hjá kvinnum,11.1
